70000,NaN
70001,GraysBooksUNCC
70002,NaN
70003,ChapelDulcinea
70004,UNLVtickets
70005,theeveningmuse
70006,JanetKirkman1
70007,DICKS
70008,NaN
70009,NaN
70010,NaN
70011,groomroomnash
70012,LynnKowalskiMD
70013,dr_duckie
70014,DIHarryBatt
70015,NaN
70016,CBrownMasonry
70017,officedepot
70018,NaN
70019,Starbucks
70020,biiebervocals
70021,CircleKStores
70022,NaN
70023,NaN
70024,KaiaFITLV
70025,Wendys
70026,WaltDisneyWorld
70027,Supercuts
70028,CarsonKitchen
70029,piperglenvet
70030,LVFoodJunky
70031,NaN
70032,sliceof_chicago
70033,WLCollegeofEd
70034,Gypsy05
70035,cvspharmacy
70036,NaN
70037,ArcadiaPilates
70038,PalmBeachTan
70039,NaN
70040,NaN
70041,NaN
70042,walkerfurniture
70043,P0megranateCafe
70044,GridBikes
70045,NaN
70046,NaN
70047,NaN
70048,cash1loans
70049,NaN
70050,corkandthorn
70051,NaN
70052,NaN
70053,revITupnow
70054,TGIFridays
70055,tcb_greg
70056,NaN
70057,Emma_Stone2020
70058,NaN
70059,Wendys
70060,AdvChiroCareAZ
70061,NaN
70062,jerseymikes
70063,NaN
70064,MoneytreeInc
70065,NaN
70066,TecInc
70067,NaN
70068,NaN
70069,NaN
70070,Scootaround
70071,NaN
70072,Pgh_Slice
70073,assuredimaging
70074,SarkuJapan
70075,NaN
70076,SalonVivace
70077,NaN
70078,TheGoodDinosaur
70079,midaspromotions
70080,NaN
70081,VegasTripExpert
70082,copycatRVA
70083,NaN
70084,TheMobilePawSpa
70085,oreillyauto
70086,Safeway
70087,therightsmile
70088,BrandonRice22
70089,NaN
70090,dahnautomotive
70091,SUBWAY
70092,Jostens
70093,NaN
70094,TWENTY6Magazine
70095,plang813
70096,NaN
70097,NaN
70098,apscoappliance
70099,PIHMAAcupunctur
70100,JumpNBounce
70101,MaxFitVacaville
70102,NaN
70103,Bose
70104,seescandies
70105,Bravo_Italian
70106,vinovolo
70107,OfficeMax
70108,ish24Salon
70109,snapfitness
70110,RegalNails_Spa
70111,NaN
70112,KHAVKINSurgery
70113,NaN
70114,NaN
70115,NaN
70116,mountainbased
70117,ElegoMall
70118,NaN
70119,NaN
70120,NaN
70121,NaN
70122,NaN
70123,NaN
70124,NaN
70125,NaN
70126,NaN
70127,BrewDogJames
70128,NaN
70129,NaN
70130,Alamo
70131,EZMoneyPawnCT
70132,ProStylesBarber
70133,NaN
70134,NaN
70135,TerribleHerbst
70136,NaN
70137,phoenixmagazine
70138,SUBWAY
70139,CG_Electric
70140,Pinkberry
70141,omgwraps
70142,NaN
70143,SUBWAY
70144,HushHushShoot
70145,PinkLadiesMaids
70146,NaN
70147,allcitytranspo
70148,NaN
70149,CircleKStores
70150,tacobell
70151,NaN
70152,QuikTrip
70153,UnionHillsApt
70154,NaN
70155,NaN
70156,Coco_Crisp
70157,SUBWAY
70158,VANR_LV
70159,NaN
70160,NaN
70161,lanierparking
70162,GoodfellasUC
70163,PublicStorage
70164,NaN
70165,realtysignco
70166,hawl_club
70167,NaN
70168,NaN
70169,PollysandTobys
70170,NaN
70171,NaN
70172,NaN
70173,HarrisTeeter
70174,fryselectronics
70175,fuzzytypewriter
70176,NaN
70177,DiabloStadium
70178,CCCULV
70179,SweetSassyCake1
70180,Rufflifephilly
70181,NaN
70182,choppedsalads
70183,NaN
70184,NaN
70185,solarcity
70186,NaN
70187,PapillonDermAZ
70188,NaN
70189,NaN
70190,bathbodyworks
70191,NaN
70192,NaN
70193,NaN
70194,scottdescending
70195,NaN
70196,NaN
70197,NaN
70198,DesertHillsLV
70199,vannahsterling
70200,NaN
70201,AngelNailsIt
70202,EpicGameTrailer
70203,BloodyWolfTat
70204,NaN
70205,Insurancewide
70206,ZENHandFootSpa
70207,NaN
70208,NaN
70209,AllAmerican98
70210,WalSupercenter
70211,NaN
70212,AsianGourmetWok
70213,JMBelizetravel
70214,NaN
70215,NaN
70216,NaN
70217,NaN
70218,NaN
70219,WestwindTour
70220,UniqueDent
70221,NaN
70222,NaN
70223,NaN
70224,NaN
70225,NaN
70226,NaN
70227,NaN
70228,twilightdes
70229,LeMeridienTampa
70230,TinaCarre
70231,bajabrook
70232,NaN
70233,image360lvs
70234,EmpireToday
70235,MetroByTMobile
70236,NaN
70237,tpphotography
70238,TuLa2Nails
70239,NaN
70240,PescadoSushi
70241,NaN
70242,NaN
70243,NaN
70244,WICBham2018
70245,ChemDrySoCal
70246,RedFlintVegas
70247,NaN
70248,Walgreens
70249,UOPX
70250,NaN
70251,ShellChiro
70252,ConcentraHealth
70253,ARUPLabs
70254,FiredPie
70255,NaN
70256,panerabread
70257,PublicStorage
70258,NaN
70259,NaN
70260,AnotherPlace7th
70261,FremontVillasLV
70262,AdamsAGI
70263,NaN
70264,Lebowskis
70265,NaN
70266,NaN
70267,NaN
70268,NaN
70269,avalonhillsUT
70270,WalSupercenter
70271,fat_tues_day
70272,pier1
70273,NaN
70274,elmcitymarket
70275,FoodCity
70276,NaN
70277,B_IndulgenceNG
70278,LuzdeAmorRueda
70279,NaN
70280,NaN
70281,Enterprise
70282,NaN
70283,NaN
70284,LoreleiBoutique
70285,NaN
70286,NaN
70287,NaN
70288,NaN
70289,NewYorker
70290,Paresa_Phuket
70291,NaN
70292,NaN
70293,NaN
70294,AAMCOEAST
70295,BroadwayAutoIN
70296,landteck7
70297,NaN
70298,NaN
70299,NaN
70300,NaN
70301,NaN
70302,NaN
70303,BarnetCouncil
70304,WellsFargo
70305,NaN
70306,NaN
70307,NaN
70308,PapaJohns
70309,PopeyesChicken
70310,NaN
70311,XtremeCleanPool
70312,ChicagoTitleATX
70313,PapaJohns
70314,NaN
70315,NaN
70316,WeLoveDowntown
70317,AVALE81135659
70318,BellinterHouse
70319,TheUPSStore
70320,NevadaStateRecy
70321,NaN
70322,ReneTylerCEO
70323,BeerParkLV
70324,originalnathans
70325,NaN
70326,HashHouseAGoGo
70327,SteveSlon
70328,MtnsideFitness
70329,NaN
70330,Vue5325
70331,The__Tailor
70332,bootbarn
70333,NaN
70334,chennai_curries
70335,GetKahoot
70336,NaN
70337,foundersfcu
70338,NaN
70339,SierraSkyDental
70340,BellaOrganici
70341,NaN
70342,Nirvana_pool
70343,NaN
70344,NaN
70345,citrinebeautyaz
70346,FirstBankngr
70347,InspiraHN
70348,turnhousegrille
70349,Raising_Canes
70350,NaN
70351,NaN
70352,Someburros
70353,jcpenney
70354,jukerecords
70355,NaN
70356,GreulichsAZ
70357,Staples
70358,NaN
70359,Origins
70360,Pasadena_Sprint
70361,Terminix
70362,ESPNDeportes
70363,NaN
70364,NaN
70365,NaN
70366,NaN
70367,LifeStorage
70368,NaN
70369,NaN
70370,NaN
70371,NaN
70372,FirehouseSubs
70373,SMOGBustersCA
70374,NaN
70375,NaN
70376,NaN
70377,TommyOBryansPub
70378,leesandwiches
70379,Law_Marketing
70380,TheStoneColdFox
70381,DesertRadiology
70382,Starbucks
70383,NaN
70384,NaN
70385,JohnEnsign
70386,Joey_Smoke_Shop
70387,ElmwoodCemetery
70388,NaN
70389,KellieIsHappy
70390,NaN
70391,BBVACompass
70392,NaN
70393,NaN
70394,NaN
70395,NaN
70396,NaN
70397,steveaoki
70398,Outback
70399,NaN
70400,NaN
70401,NaN
70402,NaN
70403,youfit
70404,NaN
70405,colonialbarbers
70406,DollarGeneral
70407,TropicanaPizza
70408,NaN
70409,NaN
70410,NaN
70411,NaN
70412,Sam_Orchard
70413,NaN
70414,NaN
70415,NaN
70416,TommyHilfiger
70417,slaughterinvest
70418,NaN
70419,LasVegasDentalG
70420,teriyakimad
70421,NaN
70422,NaN
70423,lloyd_center
70424,NaN
70425,SFWMD
70426,DairyQueen
70427,ZookzSandwiches
70428,CutterLawFirm1
70429,UpCyclesZA
70430,NaN
70431,alpost39
70432,NaN
70433,NaN
70434,UrgentCareExtra
70435,EricaOzment1
70436,TMobile
70437,BankoftheWest
70438,REI
70439,NaN
70440,NaN
70441,worldmarket
70442,NaN
70443,NaN
70444,ReverentTattoo
70445,PhxLockmaster
70446,NaN
70447,JackBox
70448,NaN
70449,pamandgela
70450,GoUTRGV
70451,RapidRepair
70452,NaN
70453,PublicStorage
70454,NaN
70455,NaN
70456,NaN
70457,GeorgeNDragonW3
70458,CapAccessGrp
70459,NaN
70460,NaN
70461,99Only
70462,NaN
70463,BDiamondLounge
70464,NaN
70465,FigarosPizza
70466,NaN
70467,NaN
70468,L7marketingPR
70469,NaN
70470,verabradley
70471,MakeupByDebbieV
70472,agiser
70473,usbank
70474,glowtitude
70475,NaN
70476,NaN
70477,francescaneill
70478,NaN
70479,Budget
70480,CookOut
70481,SlyFoxHound
70482,EmpireBeauty
70483,TLCVision
70484,DrKatieMD
70485,JamieCuro
70486,RoundaboutBrew
70487,Seffinisto
70488,NaN
70489,NorCalNM
70490,NaN
70491,NaN
70492,ronjons
70493,QuikTrip
70494,Pauleys
70495,NaN
70496,BurgerKing
70497,NaN
70498,LeticiaBufoni
70499,ForthrightFund
70500,NaN
70501,originalnathans
70502,thehappyeggco
70503,PooleWaterstone
70504,CrateandBarrel
70505,NaN
70506,NaN
70507,Ross_Stores
70508,NaN
70509,NaN
70510,AWorldOfTile
70511,Starbucks
70512,Alex_ACE_Lock
70513,NaN
70514,CircleKStores
70515,NaN
70516,creative_reuse
70517,NaN
70518,NaN
70519,JambaJuice
70520,NaN
70521,lexusofchandler
70522,NaN
70523,NaN
70524,NaN
70525,NaN
70526,NaN
70527,NaN
70528,NaN
70529,NaN
70530,TastetheTLC
70531,NaN
70532,McAlistersDeli
70533,NaN
70534,NaN
70535,WFM_Restoration
70536,BobbyJaniec
70537,AsTheyGrowUp
70538,NamasteYogaLV
70539,NaN
70540,NaN
70541,FuzionSkinBody
70542,FirestoneAuto
70543,Outback
70544,JoeyThurmanFit
70545,NaN
70546,WatersCorp
70547,NaN
70548,BellStyles
70549,NaN
70550,EstanciaLaJolla
70551,CCACAlerts
70552,PsiPremier
70553,NaN
70554,SichuanGourmet1
70555,NaN
70556,cltrootcanal
70557,NaN
70558,NaN
70559,JohnnyDeLuca7
70560,MidtownRoots
70561,NaN
70562,NaN
70563,NaN
70564,NaN
70565,CafeZupas
70566,NaN
70567,butcherntherye
70568,McDonalds
70569,NaN
70570,Brueggers
70571,NadeauNashville
70572,TerribleHerbst
70573,Arbys
70574,VictoriasSecret
70575,NoDaBodega
70576,NaN
70577,trainerMMaker
70578,NaN
70579,NaN
70580,onemedical
70581,idoupdo
70582,NaN
70583,NaN
70584,BankofAmerica
70585,silverleafrlty
70586,quakersteak
70587,NaN
70588,vape_mc
70589,NaN
70590,TheMMALAB
70591,ConwayRealE
70592,creedmovie
70593,GaiaFazioo
70594,lanebryant
70595,NaN
70596,CheckersSA
70597,jerseymikes
70598,popalockconroe
70599,terrafitness
70600,PenskeMoving
70601,UPmedicaluk
70602,NaN
70603,woodallscm
70604,NaN
70605,VisionWorksLife
70606,RDSmithLaw
70607,zerogravitymgmt
70608,mariannecampbel
70609,IdealPregnancyS
70610,RamonsLawnSer
70611,NaN
70612,NaN
70613,7eleven
70614,OVEREASYOmaha
70615,YoungRubicam
70616,29thStreetAuto
70617,NaN
70618,McDonalds
70619,NaN
70620,FrankieJonas
70621,TammyBurns1
70622,RealEstateADC
70623,NutrishopWHills
70624,dunkindonuts
70625,OrthoCarolina
70626,unclebearsbrew
70627,NaN
70628,AmericasCuba
70629,AmazingComicCon
70630,GarageDoors_USA
70631,TheBobaHut
70632,NaN
70633,NaN
70634,NaN
70635,dfreeman30
70636,NaN
70637,NaN
70638,stephenbsanders
70639,CircleKStores
70640,NaN
70641,dominos
70642,NaN
70643,ConservationM
70644,NaN
70645,TonyMexicanFood
70646,BankofAmerica
70647,NaN
70648,RedRibbonUSA
70649,NaN
70650,NaN
70651,littlecaesarsmx
70652,NaN
70653,NaN
70654,NaN
70655,Wendys
70656,NaN
70657,PRIGraphicsAZ
70658,Ross_Stores
70659,Cfinsidious
70660,NaN
70661,NaN
70662,FlyingBBrewing
70663,BlossomDaySpa
70664,NaN
70665,NaN
70666,NaN
70667,NaN
70668,NaN
70669,tandvlaw
70670,NaN
70671,ConnsInc
70672,NaN
70673,NaN
70674,JamesLinton3
70675,SanchioliBakery
70676,CircleKStores
70677,AndisAnimalClip
70678,Raising_Canes
70679,Starbucks
70680,NaN
70681,healthstarsau
70682,honeygrow
70683,NaN
70684,NaN
70685,NaN
70686,NaN
70687,NaN
70688,NaN
70689,LovelyDayMedia
70690,Central_Nails
70691,NaN
70692,CharlotteHair
70693,MarcsTreeSerICT
70694,DavidYurman
70695,AMCTheatres
70696,FirestoneAuto
70697,CommunityTire
70698,NaN
70699,NaN
70700,NaN
70701,HolidayInnExTux
70702,NaN
70703,Tibetballoon
70704,CSBSJU
70705,PopeyesChicken
70706,NaN
70707,SaigonStreat
70708,LocalMilkRun
70709,FelixAK
70710,NaN
70711,NaN
70712,TotalWine
70713,NaN
70714,NaN
70715,super8_hotel
70716,NaN
70717,TerribleHerbst
70718,NextCare
70719,NaN
70720,NaN
70721,NaN
70722,HogCarTours
70723,NaN
70724,PublicStorage
70725,FiredPie
70726,dunkindonuts
70727,GopherGaming
70728,LuckyLimoLV
70729,Francos_Pizza
70730,NaN
70731,FortConcept
70732,MSEKATTORNEYS
70733,mardabarber
70734,HonManAutoCare
70735,Cbass_Rivera
70736,SHO_TwinPeaks
70737,NaN
70738,WeeYellowScoot
70739,LunaBellaMUA
70740,NaN
70741,NaN
70742,Telihana
70743,Windows_ends_xo
70744,chronictacos
70745,RentACenter
70746,NaN
70747,NaN
70748,StreakPatrol
70749,NaN
70750,NaN
70751,NaN
70752,Chase
70753,LondonNet
70754,NaN
70755,AOFN124
70756,BankofAmerica
70757,BankofAmerica
70758,FirestoneAuto
70759,ERforAnimals
70760,NaN
70761,TrendyWalls
70762,NaN
70763,HandAndStoneLS
70764,NaN
70765,CountryDanceGuy
70766,petshopboys
70767,EastridgeFamily
70768,PandaExpress
70769,NaN
70770,LVACJuiceBar
70771,NaN
70772,ultabeauty
70773,DonovanTim
70774,NaN
70775,NaN
70776,NaN
70777,NaN
70778,NaN
70779,WiseCoBiscuits
70780,NaN
70781,NaN
70782,NaN
70783,FamilyLawWS
70784,JYSexton
70785,TannazE2012
70786,RivaNo_6
70787,SunriseSchools
70788,NaN
70789,mariscosensena2
70790,NaN
70791,NaN
70792,NaN
70793,Chase
70794,StPatrickLou
70795,NaN
70796,fitnessbydesign
70797,NaN
70798,RockyMtnChocInc
70799,NaN
70800,99Only
70801,InMedSpa
70802,AZSheraton
70803,McDonalds
70804,NaN
70805,FriedChickenLDN
70806,MagicSmilesAZ
70807,NaN
70808,NaN
70809,RositasPlacePdx
70810,nfdcindia
70811,TaxAddict
70812,SteveWickland
70813,NaN
70814,nlimedspa
70815,NaN
70816,NaN
70817,NaN
70818,stephendale81
70819,oreillyauto
70820,NaN
70821,Kavya
70822,NaN
70823,Necro_knight
70824,Hwy55Burgers
70825,mobileAgent
70826,TechSafetyBC
70827,Possumtowngirl
70828,NaN
70829,karlstechnology
70830,sectv
70831,NaN
70832,LVPanorama
70833,NaN
70834,NaN
70835,NaN
70836,asworship
70837,NaN
70838,CCAhsathletics
70839,KilleenChiro
70840,oreillyauto
70841,NaN
